agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58,action59,action60,action61,action62,action63,action64,action65,action66,action67,action68,action69,action70,action71,action72,action73,action74,action75,action76,action77,action78,action79,action80,action81,action82,action83,action84,action85,action86,action87,action88,action89,action90,action91,action92,action93,action94,action95,action96,action97,action98,action99,action100,action101,action102,action103,action104,action105,action106,action107,action108,action109,action110,action111,action112,action113,action114,action115,action116,action117,action118,action119,action120,action121,action122,action123,action124,action125,action126,action127,action128,action129,action130,action131,action132,action133,action134,action135,action136,action137,action138,action139,action140,action141,action142,action143,action144,action145,action146,action147,action148,action149,action150,action151,action152,action153,action154,action155,action156,action157,action158,action159,action160,action161,action162,action163,action164,action165,action166,action167,action168,action169,action170,action171,action172,action173,action174,action175,action176,action177,action178,action179,action180,action181,action182,action183,action184,action185,action186,action187,action188
202404,0503-AA73,0503,Office of the Secretary,0500,Department of Agriculture,Partnerships With Faith-Based and Neighborhood Organizations,"The final rule published on December 17, 2020, amended the U.S. Department of Agriculture (USDA) regulations and those of eight other participating Federal agencies to implement Executive Order 13831 (Establishment of a White House Faith and Opportunity Initiative). However, by Executive Order 14015, President Biden revoked Executive Order 13891, and USDA and the other participating Federal agencies are engaging in an interagency process to consider revisions.",Section 3(f)(1) Significant,Previously Published in The Unified Agenda,Completed Actions,Yes,7 CFR 16,"5 U.S.C. 301; E.O. 13279, 67 FR 77141; E.O. 13280, 67 FR 77145; E.O. 13559, 75 FR 71319; E.O. 14015, 86 FR 10007",No,,,,,NPRM; 01/13/2023; 88 FR 2395,NPRM Comment Period End; 03/14/2023,Final Action; 03/04/2024; 89 FR 15671,Final Action Effective; 04/03/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0503-AA79,0503,Office of the Secretary,0500,Department of Agriculture,Civil Monetary Penalty Inflation Adjustments for 2024,This final rule amends the U.S. Department of Agriculture's civil monetary penalty regulations by making inflation adjustments as mandated by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015.,Info./Admin./Other,First Time Published in The Unified Agenda,Completed Actions,No,7 CFR 3,28 U.S.C. 2461 note,No,,,,,Final Rule; 06/07/2024; 89 FR 48495,Final Rule Effective; 06/07/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0505-AA18,0505,Office of Chief Financial Officer,0500,Department of Agriculture,"Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards - USDA Implementation","USDA's Office of the Chief Financial Officer proposes updates to USDA's regulatory implementation of 2 CFR part 200 - Uniform Guidance for Federal Financial Assistance.  The proposed update at 2 CFR Chapter IV is focused on increasing fair and open competition, equitable access to economic opportunities, and enhancing the internal control landscape of financial assistance at USDA.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,2 CFR 200,5 U.S.C. 301,No,,,,,NPRM; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0524-AA71,0524,National Institute of Food and Agriculture,0500,Department of Agriculture,Amendments to 7 CFR Part 3430--Competitive and Noncompetitive Non-Formula Federal Assistance Programs-General Award Administrative Provisions,"The National Institute of Food and Agriculture (NIFA) issues grants and cooperative agreements to a variety of entities including, but not limited to, colleges and universities, other Federal agencies, and individuals in support of agricultural research, education, and extension programs. The Agency's administrative provisions in 7 CFR part 3430, Competitive and Noncompetitive Non-formula Federal Assistance Programs, contain elements common to all competitive and noncompetitive grant programs it administers in subparts A through E. Subpart F and thereafter apply to specific grant programs.  These regulations do not, however, currently apply to any of the formula grant programs administered by NIFA. Therefore, NIFA will amend the regulations to expand the scope of 7 CFR part 3430 to include these programs and to rename the part Competitive, Noncompetitive, and Capacity Federal Assistance Programs. 
 At the time 7 CFR part 3430 was established, NIFA planned to eliminate some of its existing program-specific regulations in title 7 and incorporate their provisions into part 3430.  Accordingly, this rule will remove 7 CFR parts 3402 (Food and Agricultural Sciences National Needs Graduate and Postgraduate Fellowship Grants Program), 3405 (Higher Education Challenge Grants Program), 3406 (1890 Institution Capacity Building Grants Program), and 3415 (Biotechnology Risk Assessment Research Grants Program) and incorporate their provisions into part 3430 as subparts N, R, S, and T.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,7 CFR 3430,7 U.S.C. 3316,No,,,,,Final Action; 11/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0524-AA72,0524,National Institute of Food and Agriculture,0500,Department of Agriculture,Addition of Subpart V to 7 CFR Part 3430--NIFA's Federal Assistance Programs--General Award Administrative Provisions,"The National Institute of Food and Agriculture (NIFA) issues grants and cooperative agreements to a variety of entities including, but not limited to, colleges and universities, other Federal agencies, and individuals in support of agricultural research, education, and extension programs. The Agency's administrative provisions in 7 CFR part 3430 contain elements common to the competitive grant programs it administers in subparts A through E. subpart F and thereafter apply to specific grant programs. 
 Section 7117 of the Agriculture Improvement Act of 2018 (Pub. L. 115-334, or the 2018 Farm Bill) added section 1446 to the National Agricultural Research, Extension, and Teaching Policy Act of 1977 to establish a new competitive grant program entitled Scholarships for Students at 1890 Institutions. Section 7117 provides mandatory funding in the enacted amount of $40 million, to remain available until expended, for a scholarship program for eligible students at 1890 Institutions. This final rule establishes a new subpart V in 7 CFR part 3430 for this program.",Info./Admin./Other,Previously Published in The Unified Agenda,Final Rule Stage,No,7 CFR 3430,Pub. L. 115-334,No,,,,,Final Action; 11/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0551-AB04,0551,Foreign Agricultural Service,0500,Department of Agriculture,7 CFR Part 6 Subpart B Dairy Tariff-Rate Quota Import Licensing,"The regulations governing the Dairy Tariff-Rate Quota Import Licensing program, 7 CFR 6.206.36, are designed to fulfill our World Trade Organization obligations and facilitate the import of certain dairy products under tariff-rate quotas (TRQs) as set forth in certain notes in chapter 4 of the Harmonized Tariff Schedule of the United States. Under these TRQs, a low tariff rate applies to imports of certain dairy products up to a specified quantity. A higher tariff rate applies to any imports in excess of that amount. Under the licensing program regulations, the Foreign Agricultural Service (FAS) issues three types of annual licenses: historical, nonhistorical (lottery), and designated. The three license types are used in the same manner but are obtained under different circumstances. No license is required to import products at the over-quota tariff rate. The proposed rule removes the section on license transfers, strengthens the suspension and revocation provisions, and moves forward the surrender date to permit earlier reallocation of surrendered quantities.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,7 CFR 6.20 to 6.36,19 U.S.C. 1202; 31 U.S.C. 9701; 19 U.S.C. 3513; 19 U.S.C. 3601,No,,,,,NPRM; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0551-AB05,0551,Foreign Agricultural Service,0500,Department of Agriculture,"7 CFR 1530 The Refined Sugar Re-Export Program, the Sugar Containing Products Re-Export Program, and the Polyhydric Alcohol Program","This rulemaking would eliminate or incorporate and/or modify waivers to the regulations previously issued by the Licensing Authority. This action would also update and/or clarify language, including definitions, and address circumstances not contemplated in 7 CFR 1530 as currently drafted.  For example, the regulations would address procedures for the treatment of export credits where one refined re-export license holder or its assets are purchased by another refined re-export license holder. The regulations would also address whether refiners, SCPs, and Polyhydric Alcohol manufacturers may buy or sell their export credits to other license holders under the program.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,7 CFR 1530,19 U.S.C. 1202; 19 U.S.C. 3314,No,"Statutory; Other; N/A; Additional U.S. note 6 to chapter 17 of the Harmonized Tariff Schedule of the United States (19 U.S.C. 1202); 19 U.S.C. 3314; Proc. 6641, 58 FR 66867, 3 CFR, 1994 Comp., p. 172; Proc. 6763, 60 FR 1007",,,,NPRM; 09/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0551-AB07,0551,Foreign Agricultural Service,0500,Department of Agriculture,CCC Export Credit Guarantee Program,"The Export Credit Guarantee Program (GSM-102) provides credit guarantees to encourage financing of commercial exports of U.S. agricultural products.  The Foreign Agricultural Service (FAS) is proposing to update language to reflect FAS's current organizational structure, including requirements for participants in the program to register in the System for Awards Management.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Final Rule Stage,No,7 CFR 1493,"7 U.S.C. 5602, 5622, 5661-5664, 5676; 15 U.S.C. 714b(d), 714c(f)",No,,,,,Final Rule with a request for comments; 09/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0551-AB06,0551,Foreign Agricultural Service,0500,Department of Agriculture,Regional Agricultural Promotion Program,"The Commodity Credit Corporation (CCC) amended the regulation to implement the Regional Agricultural Promotion Program (RAPP). The RAPP provides assistance to eligible organizations that conduct activities, including activities to address existing or potential nontariff barriers to trade, to promote U.S. agricultural commodities in certain foreign markets.  This rule specifies, among other things, program requirements, activities eligible for reimbursement, contribution requirements, and reporting requirements.  Specific program requirements will be set forth in future Notices of Funding Opportunity (NOFOs) announced through the Grants.gov website.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Completed Actions,No,7 CFR 1489,15 U.S.C. 714c(f),No,,,,,Final Rule; 11/17/2023; 88 FR 80092,Final Rule Effective; 11/17/2023,Final Rule Comment Period End; 12/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI53,0560,Farm Service Agency,0500,Department of Agriculture,Eligibility Requirement to Serve on a Farm Service Agency (FSA) County Committee ,"The regulations in 7 CFR part 7 specify the election and functions of FSA county committees and the function of the FSA State committees. The regulations are being amended to add a requirement that, to be eligible to serve on an FSA county committee, a producer must not be banned or restricted from entering an FSA office.  The FSA county committee meetings are held in the FSA office.  Any producer who has been banned or restricted from an FSA county office will not be eligible to be a nominee for, or current member of, an FSA county committee.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,7 CFR 7,16 U.S.C. 590h,No,,,,,NPRM; 02/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI61,0560,Farm Service Agency,0500,Department of Agriculture,Enhancing Program Access and Delivery for Farm Loans,"The final rule would amend loan making and servicing to improve program delivery of Farm Loan Programs. These program improvements are based on feedback from program participants, lending partners, cooperators, and stakeholders and align with administration priorities to enhance customer service and build confidence in federal programs.  The rule addresses key barriers to program access related to applicant farm experience and loan collateral requirements. Additionally, this rule provides for the development of farm operating plans and repayment terms that emphasize the accumulation of working capital reserves and savings necessary to ensure farm resiliency and promote operational growth. This rule also strengthens servicing options available for financially distressed customers and those affected by natural disasters by reducing barriers and expanding access to installment set-aside programs.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,7 CFR 765; 7 CFR 766; 7 CFR 761; 7 CFR 762; 7 CFR 763; 7 CFR 764; 7 CFR 768; 7 CFR 769; 7 CFR 770,Pub. L. 115-334; 7 U.S.C. 5101(c),No,,,,,Final Action; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI67,0560,Farm Service Agency,0500,Department of Agriculture,"Emergency Assistance for Livestock, Honeybees, and Farm-raised Fish Program (ELAP) ","The Emergency Assistance for Livestock, Honeybees, and Farm-raised Fish Program (ELAP) uses Commodity Credit Corporation (CCC) funds to provide emergency relief to eligible producers of livestock, honey bees, and farm-raised fish to aid in the reduction of losses due to disease, adverse weather, or other conditions, such as blizzards and wildfires, as determined by the Secretary, that are not covered by Livestock Indemnity Payments or the Livestock Forage Disaster Program.  The rule will add provisions to the ELAP regulations to provide assistance to eligible dairy producers who face reduced milk production due to Highly Pathogenic Avian Influenza A (HPAI) H5N1 virus infection in dairy cattle.  Payments will be based on the number of symptomatic cows removed from milk production, an average milk production loss per cow, and the all-milk price.  The average production loss will be based on the standard number of days of lost production for infected cattle and the expected milk production, which will be based on national production data for a cow s produced milk in pounds.  To be eligible for ELAP assistance, participants must provide a positive test confirming H5N1 infection in the milking herd and agree to provide additional documentation confirming reductions in milk production or the number of infected animals removed from the milking herd to verify the certified number of infected dairy cattle.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Final Rule Stage,No,7 CFR 1416,7 U.S.C. 9081(d),No,,,,,Final Action; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI38,0560,Farm Service Agency,0500,Department of Agriculture,Farm Programs; Remove Obsolete Regulations,"The final rule would remove regulations for farm programs that are obsolete, no longer authorized, or administered under different funding. For example, certain regulations such as the Livestock Indemnity Program regulation are located in both the FSA chapter in the Code of Federal Regulations (CFR) and in the Commodity Credit Corporation (CCC) chapter of the CFR; the current regulations are the CCC regulations, so the rule would remove the obsolete regulations from the FSA chapter of the CFR. Therefore, the old regulations in the FSA regulations would be removed. In addition, several subchapter headings would be updated to remove obsolete references and a few CFR parts would be moved into a more logical subchapter.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,No,7 CFR 701; 7 CFR 707; 7 CFR 708; 7 CFR 714; 7 CFR 750; 7 CFR 760; 7 CFR 784; 7 CFR 786; 7 CFR 795; 7 CFR 1405; 7 CFR 1410; 7 CFR 1413; 7 CFR 1424; 7 CFR 1429; 7 CFR 1430; 7 CFR 1463,"7 U.S.C. 518 to 519a; 7 U.S.C. 612c; 7 U.S.C. 1308; 7 U.S.C. 1372; 7 U.S.C. 1375; 7 U.S.C. 8788; 15 U.S.C. 714, 714b, 714c; 19 U.S.C. 2497",No,,,,,Final Rule; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI41,0560,Farm Service Agency,0500,Department of Agriculture,Conservation Reserve Program (CRP),"The final rule would finalize changes made by the interim rule making minor changes to existing The Conservation Reserve Program (CRP) regulation. The Agriculture Improvement Act of 2018 (2018 Farm Bill) mandated changes to CRP, which were fully implemented by the interim rule.  CRP is a Commodity Credit Corporation (CCC) program administered by FSA.  There were 63 comments submitted in response to the interim rule.  The final rule will address the issues raised in the comments.  CRP assists producers in conserving and improving soil, water, and wildlife resources by converting highly erodible and other environmentally sensitive acreage to a long-term vegetative cover; the core scope of CRP did not change. The changes implemented by the interim rule included:  extended and modified the authorization for CRP through fiscal year (FY) 2023; increased the CRP acreage cap from 24 million acres to 27 million acres by FY 2023 and includes 8.6 million acres for continuous practices and 2 million acres for grasslands; implemented two pilot programs: the Clean Lakes, Estuaries, and Rivers initiative (CLEAR 30, which has 30-year contracts) and the Soil Health and Income Protection Program (SHIPP); up to $12 million in incentive payments for tree thinning and related activities and provides additional haying and grazing flexibilities; changes to the eligibility criteria for enrollment in CRP; the benefits available to participants; the compliance provisions of CRP; how regional drought concerns are addressed on the Conservation Reserve Enhancement Program (CREP) agreements; and the specific length of SHIPP contracts.",Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,No,7 CFR 1410,Pub. L. 99-198; Pub. L. 115-334,No,,,,,Interim Final Rule; 12/06/2019; 84 FR 66813,Interim Final Rule Effective; 12/06/2019,Interim Final Rule Comment Period End; 02/04/2020,Final Rule; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI54,0560,Farm Service Agency,0500,Department of Agriculture,Biomass Crop Assistance Program (BCAP),"The Agriculture Improvement Act of 2018 (the 2018 Farm Bill) extends and revises the Biomass Crop Assistance Program (BCAP) and authorizes funding to be appropriated through 2023; however funding for the changes has not yet been provided to USDA. BCAP provides financial assistance to producers who establish and harvest biomass crops. The rule makes changes consistent with the 2018 Farm Bill changes. The rule would add algae as an eligible material. Other aspects of BCAP remain essentially unchanged; all biomass must be harvested in a manner that is consistent with a conservation plan, forest stewardship plan or equivalent plan. The rule would revise the definition of biobased to add renewable chemicals and clarify that renewable chemicals are not just an intermediate ingredient, but rather a biobased product, an output that we require for qualified biomass conversion facilities to produce. Finally, the rule would provide notification about adjustments to sign up expectations in order to respond to the changes in funding.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,No,7 CFR 1450,"Pub. L. 115-334, sec. 9001 and 9010",No,,,,,Final Rule; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI57,0560,Farm Service Agency,0500,Department of Agriculture,Environmental Compliance,"The USDA Farm Production and Conservation (FPAC) mission area is reviewing existing environmental compliance provisions for the Farm Service Agency, Commodity Credit Corporation, FPAC Business Center, Natural Resources Conservation Service, and Risk Management Agency.  Changes will be proposed to revise and consolidate the environmental compliance regulations (including for farm loans) for consistency, efficiency, and compliance with the National Environmental Policy Act, and the Council on Environmental Quality s guidance and regulations (for example, environmental justice).",Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,No,7 CFR 799; 7 CFR 650,42 U.S.C. 4321 to 4370,No,,,,,NPRM; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI62,0560,Farm Service Agency,0500,Department of Agriculture,Agriculture Priorities and Allocations System (APAS),"FSA will make the necessary changes in the APAS regulations, including organizational FSA and FPAC changes and programmatic changes.  This is a Defense Production Act (DPA) regulation.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Long-Term Actions,No,7 CFR 789,"50 U.S.C. app. 2061 to 2170, 2171, and 2172; 42 U.S.C. 5195 to 5197h",No,,,,,Final Rule; To Be Determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0560-AI66,0560,Farm Service Agency,0500,Department of Agriculture,Dairy Margin Coverage Production History Adjustment and Program Extension,"The final rule revised the regulations for Dairy Margin Coverage (DMC) as required by the Further Continuing Appropriations and Other Extensions Act, 2024, which extends provisions of the Agriculture Improvement Act of 2018 (2018 Farm Bill) and amends the Agricultural Act of 2014 (2014 Farm Bill) to allow eligible dairy operations to make a one-time adjustment to established production history and extend DMC through 2024.  DMC provides dairy producers with risk management coverage that pays producers when the difference between the price of milk and the cost of feed (the margin) falls below a certain level.  Dairy operations with less than 5 million pounds of established production history may adjust that production history during the 2024 coverage election period based on a formula using 2019 actual milk marketing.  Dairy operations that previously established supplemental production history using the same formula during the applicable 2021 through 2023 coverage years will have the supplemental pounds combined with the dairy operation s historically established production history into one adjusted base production history for 2024 DMC enrollment.  In addition, the rule extended eligibility of multi-year (lock-in) contracts for an additional year until December 31, 2024, and applies the discounted DMC premium rate to the newly established adjusted base production history.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Completed Actions,No,7 CFR 1430,7 U.S.C. 9051 to 9060 and 9071; 15 U.S.C. 714b and 714c,No,,,,,Final Action; 02/27/2024; 89 FR 14372-14376,Final Rule Technical Correction; 05/09/2024; 89 FR 39539,Final Action Effective; 05/09/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0563-AC75,0563,Federal Crop Insurance Corporation,0500,Department of Agriculture,Common Crop Insurance Regulations; Apple Crop Insurance Provisions,"This rule would amend the Common Crop Insurance Regulations, Apple Crop Insurance Provisions to provide policy changes to better meet the needs of the apple producers and to address program vulnerabilities that have caused increased loss ratios and rising premium costs.  The changes are expected to be effective starting with the 2026 crop year.  In addition to extending the formal public comment period, FCIC also held six in-person listening sessions and two virtual sessions during the spring and summer of 2023 to address the proposed changes to the Apple Crop Provisions and to obtain feedback from attendees. The in-person listening sessions were held in Michigan, North Carolina, New Jersey, New York, and Washington. Through these sessions, FCIC engaged with over 500 stakeholders (apple producers, insurance company representatives, and extension specialists) of the Apple Crop Insurance Program. Based on the valuable feedback received during the listening sessions, FCIC has an even better understanding of the impact of the proposed changes.  Following the listening sessions, producers and insurance companies have requested an opportunity to review and comment on the changes FCIC made in response to the initial public comment period and subsequent listening sessions.  FCIC intends to publish a subsequent proposed rule for this additional comment period.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,7 CFR 457,7 U.S.C. 1506 (l); 7 U.S.C. 1506 (o),No,,,,,NPRM; 12/16/2021; 86 FR 71396,NPRM Comment Period Extended; 01/27/2022; 87 FR 4168,NPRM Comment Period End; 02/14/2022,Second NPRM Comment Period End; 04/15/2022,NPRM; 02/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,0563-AC78,0563,Federal Crop Insurance Corporation,0500,Department of Agriculture,Equity in Dispute Resolution,"This rule would streamline the dispute resolution process with a proposed rule open for public comment, followed by a final rule.  The proposed changes are intended to make the dispute resolution process more accessible, transparent, and fair.  The proposed changes include encouraging lower-cost options for dispute resolution, removing duplicative and unnecessary processes related to final agency determinations (FAD), and streamlining access to judicial review.  The proposed changes are based on feedback from program participants who have raised concerns about difficulty, expense, fairness, and confusion navigating the dispute resolution process. The proposed rule would also ask for public input regarding whether there should be an alternative process for dispute resolution that does not involve costly arbitration for the farmer.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,7 CFR 400,7 U.S.C. 1506 (r); 7 U.S.C. 1506 (o),No,,,,,NPRM; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
