agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58,action59,action60,action61,action62,action63,action64,action65,action66,action67,action68,action69,action70,action71,action72,action73,action74,action75,action76,action77,action78,action79,action80,action81,action82,action83,action84,action85,action86,action87,action88,action89,action90,action91,action92,action93,action94,action95,action96,action97,action98,action99,action100,action101,action102,action103,action104,action105,action106,action107,action108,action109,action110,action111,action112,action113,action114,action115,action116,action117,action118,action119,action120,action121,action122,action123,action124,action125,action126,action127,action128,action129,action130,action131,action132,action133,action134,action135,action136,action137,action138,action139,action140,action141,action142,action143,action144,action145,action146,action147,action148,action149,action150,action151,action152,action153,action154,action155,action156,action157,action158,action159,action160,action161,action162,action163,action164,action165,action166,action167,action168,action169,action170,action171,action172,action173,action174,action175,action176,action177,action178,action179,action180,action181,action182,action183,action184,action185,action186,action187,action188
202404,3014-AA48,3014,Architectural and Transportation Barriers Compliance Board,,,Accessibility Guidelines for Electric Vehicle Charging Stations ,"Electric vehicle (EV) charging stations are becoming commonplace with the rising production and use of electric and plug-in hybrid vehicles.  According to the U.S. Department of Energy, there are nearly 50,000 public EV charging stations with almost 127,000 charging ports across the country.  The Infrastructure Investment and Jobs Act, signed into law in November 2021, allocates $7.5 billion to construct a national network of 500,000 EV charging stations to accelerate the adoption of EVs.  It is expected that the installation and use of EV charging stations will continue to expand; however, at present, there are no federal regulations specifying accessibility requirements for EV charging stations to ensure that they are accessible to and useable by persons with disabilities. The Access Board thus intends to publish a notice of proposed rulemaking to supplement its Accessibility Guidelines under the Americans with Disabilities Act (ADA) and Architectural Barriers Act (ABA) with scoping and technical requirements for electric vehicle charging stations.  Once a final rule has been published, the guidelines must be adopted by standard-setting agencies under the ADA and the ABA for enforcement.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,36 CFR 1191,42 U.S.C. 12101 et seq.; 42 U.S.C. 4151 et seq.,Undetermined,,,,,NPRM; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3014-AA47,3014,Architectural and Transportation Barriers Compliance Board,,,Accessibility Standards for Medical Diagnostic Equipment,"The Architectural and Transportation Barriers Compliance Board (Access Board or Board) issued a final rule establishing Accessibility Standards for Medical Diagnostic Equipment in January 2017.  The Standards set forth minimum technical criteria to ensure that medical diagnostic equipment used by health care providers (such as examination tables, weight scales, and imaging equipment) are accessible to individuals with disabilities.  One of the areas covered by these Standards is the adjustability of transfer surfaces for certain types of diagnostic equipment, including provisions for high, low, and intermediate transfer heights.  The low transfer height was temporarily set as a range (i.e., 17-19 inches) with an accompanying 5-year sunset period, during which time it was expected that the Board would promulgate a final, single specification for the low transfer height position.  In February 2022, the Board published a direct final rule which extended this sunset date for an additional three years.  The Board subsequently issued an NPRM in May 2023 proposing to set the low transfer height at 17 inches.  The Board now intends to issue a final rule finalizing the low transfer height specification.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,36 CFR 1195,29 U.S.C. 794(f),No,,,,,NPRM; 05/23/2023; 88 FR 33056,NPRM Comment Period End; 07/24/2023,Comment Period Extended; 08/01/2023; 88 FR 50096,NPRM Comment Period End; 08/31/2023,Final Action; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3014-AA11,3014,Architectural and Transportation Barriers Compliance Board,,,Americans With Disabilities Act (ADA) Accessibility Guidelines for Passenger Vessels,This rulemaking would establish accessibility guidelines to ensure that newly constructed and altered passenger vessels covered by the Americans with Disabilities Act (ADA) are accessible to and usable by individuals with disabilities. The U.S. Department of Transportation and U.S. Department of Justice are expected to adopt the guidelines as enforceable standards in separate rulemakings for the construction and alteration of passenger vessels covered by the ADA.,Other Significant,Previously Published in The Unified Agenda,Long-Term Actions,Yes,36 CFR 1196,"42 U.S.C. 12204, Americans with Disabilities Act of 1990",Undetermined,,,,,Notice of Intent to Establish Advisory Committee; 03/30/1998; 63 FR 15175,Establishment of Advisory Committee; 08/12/1998; 63 FR 43136,Availability of Draft Guidelines; 11/26/2004; 69 FR 69244,ANPRM; 11/26/2004; 69 FR 69246,ANPRM Comment Period Extended; 03/22/2005; 70 FR 14435,ANPRM Comment Period Extended End; 07/28/2005,Availability of Draft Guidelines; 07/07/2006; 71 FR 38563 ,Notice of Intent to Establish Advisory Committee; 06/25/2007; 72 FR 34653,Establishment of Advisory Committee; 08/13/2007; 72 FR 45200,NPRM; 06/25/2013; 78 FR 38102,NPRM Comment Period Extended; 08/13/2013; 78 FR 49248,NPRM Comment Period Extended End; 01/24/2014,Final Action; 09/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3037-AA01,3037,Committee for Purchase From People Who Are Blind or Severely Disabled,,,Clarifying When the Commodity is a Replacement or Essentially the Same,"The Committee for Purchase From People Who Are Blind or Severely Disabled (Committee), which administers the AbilityOne Program, intends to issue a rule to clarify when a new commodity (product) requirement from a Federal agency is considered a replacement for an existing commodity on the Procurement List. The rule will also clarify the Committee s criteria for determining when a commodity that is not on the Procurement List is essentially the same as a commodity on the Procurement List, thus triggering the mandatory purchase requirements of the Procurement List. By clarifying what is considered a replacement commodity, and the criteria for essentially the same commodities, the Committee will increase Federal agencies  understanding of and compliance with the Committee s Procurement List mandatory source purchasing requirements.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,41 CFR 51,41 U.S.C. 85,No,,,,,NPRM; 08/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3037-AA21,3037,Committee for Purchase From People Who Are Blind or Severely Disabled,,,"Suitability Criteria, Scoping Determinations, and Employee Career Development Assessment","The Committee for Purchase From People Who Are Blind or Severely Disabled (Committee), which administers the AbilityOne Program, intends to publish a rule on changes to the suitability criteria for adding a product or service to the Procurement List and for authorizing a nonprofit agency to provide such product or service. The rule will set forth the criteria for adding a product or service to the Procurement List, including the impact of the proposed Procurement List addition on the domestic commercial market. The rule will also include procedures for placing only a portion of a requirement for a product or service on the Procurement List. Finally, the rule will provide a definition of ""employee career development  and will establish procedures for the Committee to use in assessing the employee career development offered by an AbilityOne qualified nonprofit agency (NPA) when authorizing an NPA to provide a product or service on the Procurement List.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,41 CFR 51,41 U.S.C. 85,Undetermined,,,,,NPRM; 09/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3037-AA14,3037,Committee for Purchase From People Who Are Blind or Severely Disabled,,,Supporting Competition in the AbilityOne Program,"The Committee for Purchase From People Who Are Blind or Severely Disabled (Committee), operating as the U.S. AbilityOne Commission (Commission), is publishing a final rule clarifying the Commission s authority to consider different pricing methodologies in establishing the initial Fair Market Price (FMP) for Procurement List (PL) additions and changes to the FMP; and better defining the parameters for conducting competitive distributions amongst multiple authorized nonprofit agencies (NPAs). Pursuant to these changes, a Federal agency will be able to request that the central nonprofit agency (CNA) distribute an order on a competitive basis, subject to Commission approval.  Lastly, the final rule further clarifies the Commission s authority to authorize and deauthorize NPAs from the PL and requires all NPAs to provide the right of first refusal of employment to the current employees of an incumbent NPA, who are blind or have significant disabilities, for positions for which they are qualified.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,No,None,41 U.S.C. 85,No,,,,,NPRM; 03/13/2023; 88 FR 15360,NPRM Comment Period End; 05/11/2023,Final Rule; 03/22/2024; 89 FR 20324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AE28,3038,Commodity Futures Trading Commission,,,Reducing Regulatory Burden: Retrospective Review Under Executive Order 13563,"In accordance with Executive Order 13563, ""Improving Regulation and Regulatory Review,"" the Commodity Futures Trading Commission (""Commission"") intends to continue its review of existing regulations to evaluate their continued effectiveness in achieving the objectives for which they were adopted. In this regard, the Commission expects to identify these regulations and to provide interested persons an opportunity to submit their views with respect to such regulations.",Other Significant,Previously Published in The Unified Agenda,Prerule Stage,Undetermined,Not Yet Determined,Not Yet Determined,Undetermined,,,,,Request for Comment; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF20,3038,Commodity Futures Trading Commission,,,"Definition of ""Small Entity"" for Purposes of the Regulatory Flexibility Act",The Commodity Futures Trading Commission (Commission) is proposing updates to the definition of small entity for purposes of the Regulatory Flexibility Act (RFA) with respect to the major categories of entities within the Commission s jurisdiction.   The Commission will provide interested persons an opportunity to submit their views with respect to the proposed policy statement.,Other Significant,Previously Published in The Unified Agenda,Prerule Stage,Undetermined,Not Yet Determined,Not Yet Determined,Undetermined,,,,,Request for Comment; 12/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AE59,3038,Commodity Futures Trading Commission,,,Risk Management for Swap Dealers and Futures Commission Merchants; Amendments,"The Commission issued an advance notice of proposed rulemaking (ANPRM) on 07/18/2023 for certain risk management regulations for futures commission merchants, swap dealers, and major swap participants. The ANPRM posed questions and solicited feedback on potential updates to Commission regulations meant to clarify certain requirements and improve regulatory outcomes.  The ANPRM comment period ended on 09/18/2023.  Staff will review comments and consider further potential action, including staff guidance or recommending that the Commission issue a notice of proposed rulemaking (NPRM) for certain risk management regulations for futures commission merchants, swap dealers, and major swap participants.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,17 CFR 1; 17 CFR 23,7 U.S.C. 64s(j); 7 U.S.C. 6f(c),Undetermined,,,,,ANPRM; 07/18/2023; 88 FR 45826,ANPRM Comment Period End; 09/18/2023,NPRM; 01/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF11,3038,Commodity Futures Trading Commission,,,Revisions to Supplemental Standards of Ethical Conduct for Employees of the Commodity Futures Trading Commission,"The Commodity Futures Trading Commission (Commission), after obtaining the concurrence of the OGE, proposes to issue a notice of proposed rulemaking for employees of the Commission.  In order to effectuate this interagency concurrence, the Commission would submit a final version of its proposed supplemental ethics regulations to OGE.  After OGE had approved them, the regulations would be put into seriatim review.  The proposed changes would affect regulations in both title 5 and title 17.  First, the Commission is proposing to amend its supplemental standards of ethical conduct at 5 CFR part 5101. This proposal would also add 5 CFR 5101.104 requiring employees to file a written notice of disqualification in certain situations, prescribe new rules at 5 CFR 5101.105 authorizing waivers from the Commission s supplemental standards of ethical conduct, and set forth ethics official designations at proposed paragraph 5 CFR 5101.106.  Second, the Commission is proposing to amend its conduct regulation in 17 CFR 140.735 subpart C for which the Commission has authority to issue under 5 CFR 2635.403(a). The provisions at 17 CFR 140.735 subpart C would continue to apply to the conduct of Commission employees. This proposal would combine 17 CFR 140.735-2 (Prohibited transactions) with 17 CFR 140.735-2a (Prohibited interests) and delete 17 CFR 140.735-4, Receipt and disposition of foreign gifts and decorations, in its entirety because the substance of the regulation is contained within the Foreign Gifts and Decorations Act.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,5 CFR 5101; 17 CFR 140.735,5 U.S.C. 13122; 5 U.S.C. 7301,No,,,,,NPRM; 12/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF13,3038,Commodity Futures Trading Commission,,,Amendment to the Made Available to Trade Process,Staff expects to recommend that the Commission propose amendments to the Made Available to Trade (MAT) process to determine swaps that have been made available to trade and are therefore subject to the trade execution requirement.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,Not Yet Determined,7 U.S.C. 2(h)(8); 7 U.S.C.12a,No,,,,,NPRM; 03/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF14,3038,Commodity Futures Trading Commission,,,Event Contracts Rulemaking,"Staff is proposing amendments to Regulation 40.11, which addresses the review of event contracts based upon certain excluded commodities, as defined in section 1a(19)(iv) of the Commodity Exchange Act. The proposal will provide additional regulatory clarity for exchanges seeking to list event-based contracts, including contracts that may constitute gaming.",Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,17 CFR 40,7 U.S.C.12a; 7 U.S.C. 7a-2(c),Undetermined,,,,,NPRM; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF35,3038,Commodity Futures Trading Commission,,,Ownership and Control Reports,"Commission staff is evaluating amendments to certain reporting obligations under the Ownership and Control Reports required by parts 17, 18 and 20 of the Commission s regulations, to eliminate the need for a staff no-action position, as currently set out in staff letter 20-30.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,Undetermined,"17 CFR 17, 17 CFR 18, and 17 CFR 20",7 U.S.C. 12(a)(5),No,,,,,NPRM; 08/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF38,3038,Commodity Futures Trading Commission,,,Revisions to Business Conduct and Swap Documentation Requirements for Swap Dealers and Major Swap Participants,"Staff is considering recommending the Commission issue a notice of proposed rulemaking (NPRM) to propose certain amendments to the Commission s business conduct and documentation requirements applicable to swap dealers and major swap participants. The NPRM would propose exceptions to compliance with certain business conduct and documentation requirements when executing swaps that are: (1) intended by the parties to be cleared contemporaneously with execution; or (2) subject to prime broker arrangements that meet certain qualifying conditions. The proposed amendments, if adopted, would supersede certain no-action positions issued by the Commission s Market Participants Division.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,17 CFR 23,7 U.S.C. 64s(j); 7 U.S.C. 6s(h),Undetermined,,,,,NPRM; 01/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF42,3038,Commodity Futures Trading Commission,,,Affiliations Requirements,"On June 28, 2023, Commission staff of the Divisions of Market Oversight, Clearing and Risk, and Market Participants issued a request for comment on potential issues that may arise if a designated contract market (DCM), derivatives clearing organization (DCO) or swap execution facility (SEF) is affiliated with an intermediary, such as a futures commission merchant (FCM), or other market participant, such as a trading entity. Staff expects to recommend that the Commission issue a notice of proposed rulemaking (NPRM) to adopt new rules and amendments addressing issues relating to when a DCM, DCO, or SEF is affiliated with an intermediary or other market participant.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,Undetermined,"17 CFR parts 37, 38, 39","7 U.S.C. 7(d)(1)(d), 7a-1(c), 7b-3(f); 7 U.S.C. 12a(5)",Undetermined,,,,,NPRM; 09/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF09,3038,Commodity Futures Trading Commission,,,"Revision of Certain Provisions to Incorporate Changes in the Commission's Administrative Structure, Remove Superfluous Verbiage, and Correct Inaccurate Text","The agency s Divisions and Offices have been reorganized at the direction of the former Chairman and with prior notification to relevant congressional committees.  To ensure the CFR reflects these changes, the Commodity Futures Trading Commission is making technical changes to various provisions within its regulations in order to align with its change in administrative structure, remove superfluous verbiage, and correct inaccurate text.  In addition to the administrative changes required due to the realignment, the Commission is adopting technical changes to ensure consistency in reference to Commission addresses, delete references to positions that have changed and update the positions to align with the current Commission structure, correct typographical errors, and other technical changes.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,17 CFR ch. I,7 U.S.C. 2(a)(12),No,,,,,Final Rule; 07/00/2024,Final Rule Effective; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF16,3038,Commodity Futures Trading Commission,,,Recovery and Wind-down Plans for Derivative Clearing Organizations; Information Necessary for Resolution Planning,"The Commodity Futures Trading Commission is proposing amendments to the recovery and wind-down plan requirements applicable to derivatives clearing organizations (DCO) that would codify the staff guidance set forth in CFTC Staff Letter No. 16-61, require all derivatives clearing organizations to maintain wind-down plans, and clarify the information required for resolution planning.  The proposal would also amend reporting requirements and make technical corrections to part 190, Form DCO and the subpart C Election form.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,Undetermined,17 CFR 39,7 U.S.C. 7a-1,No,,,,,NPRM; 07/28/2023; 88 FR 48968,NPRM Comment Period End; 09/26/2023,Final Rule; 09/00/2024,Final Rule Effective; 10/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF21,3038,Commodity Futures Trading Commission,,,Treatment of Separate Accounts by Futures Commission Merchants,"The Commodity Futures Trading Commission (Commission) is proposing a rule to codify a no-action position currently applicable to derivatives clearing organizations (DCOs) with respect to the treatment by clearing member futures commission merchants (FCMs) of margin requirements for separate accounts of certain beneficial owners. The proposed rule will be codified under 17 CFR part 1, and will apply the underlying requirement, along with the associated conditional exception, directly to all FCMs, with supporting amendments in 17 CFR parts 1, 22, 30, and 39, and additional amendments to ensure Commission regulations accurately describe current Commission requirements, in parts 1, 22, and 30.  The proposed rule also withdraws the Commission s prior proposal, published in the Federal Register on April 14, 2023, to codify the no-action position, as applicable only directly to DCOs, in part 39.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,Undetermined,"17 CFR 1, 22, 30, 39","7 U.S.C. sec. 1a, 5, 6, 6d, 6f, 12",No,,,,,NPRM; 04/14/2023; 88 FR 22934,NPRM Comment Period End; 06/13/2023,Extension of NPRM Comment Period; 06/30/2023; 88 FR 39205,Revised NPRM; 03/01/2024; 89 FR 15312,Revised NPRM Comment Period End; 04/22/2024,Final Rule; 11/00/2024,Final Rule Effective; 01/00/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF22,3038,Commodity Futures Trading Commission,,,Privacy Act Regulations,"This proposed rule would revise the exemption provisions of the Commodity Futures Trading Commission Privacy Act regulations to more specifically identify the systems of records the Commission is exempting, the sections of the Privacy Act from which it is exempting each system of records, and the reasons therefor.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,17 CFR 146.12 and 146.13,"Pub. L. 93–579, 88 Stat. 1896 (5 U.S.C. 552a); sec. 101(a), Pub. L. 93–463, 88 Stat. 1389 (7 U.S.C. 4a(j))",No,,,,,NPRM; 02/02/2024; 89 FR 7307,NPRM Comment Period End; 03/04/2024,Final Rule; 07/00/2024,Final Rule Effective; 07/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF23,3038,Commodity Futures Trading Commission,,,Operational Resilience Framework for Certain Commission Registrants,"The Commodity Futures Trading Commission (Commission) has proposed a rule requiring certain Commission registrants to establish and maintain a framework of system safeguards and risk analysis with respect to its operations and information systems to ensure such systems are reliable, secure, and have adequate scalable capacity. Registrants  frameworks should include areas such as: information security, capacity and performance planning, systems operations, systems development and quality assurance, and physical security.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,Undetermined,17 CFR 1; 17 CFR 23,7 U.S.C. 6s(j); 7 U.S.C 6f(c),No,,,,,NPRM; 01/24/2024; 89 FR 4706,NPRM Comment Period Extension; 02/26/2024; 89 FR 14007,NPRM Comment Period End (Original); 03/02/2024,NPRM Comment Extension End; 04/01/2024,Final Rule; 09/00/2024,Final Rule Effective; 10/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF24,3038,Commodity Futures Trading Commission,,,"Investment of Customer Funds, Cleared Swap Customer Funds, and 30.7 Customer Funds","The Commodity Futures Trading Commission (Commission) proposed amendments to the regulations governing the investments that futures commission merchants and derivatives clearing organizations (DCO) may make with funds deposited by customers to margin futures, cleared swaps, and foreign futures transactions, as applicable.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,Undetermined,17 CFR 1; 17 CFR 22; 17 CFR 30,7 U.S.C. 6(b); 7 U.S.C 6(c); 7 U.S.C. 6d,No,,,,,NPRM; 11/21/2023; 88 FR 81236,NPRM Comment Period End; 01/17/2024,Final Rule; 09/00/2024,Final Rule Effective ; 10/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202404,3038-AF25,3038,Commodity Futures Trading Commission,,,Amendments to Certain Provisions in Part 4 Applicable to Commodity Pool Operators and Commodity Trading Advisors,"The Commodity Futures Trading Commission (Commission) has proposed a rule amending certain requirements for commodity pool operators and commodity trading advisors, including increasing the threshold in the portfolio requirement to be a Qualified Eligible Person, imposing minimal disclosure requirements addressing principal risk factors, fees/breakeven table, and conflicts of interest, and extending the deadline for providing quarterly account statements to pool participants from 30 to 45 days.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,Undetermined,17 CFR 4.7,7 U.S.C. 6m; 7 U.S.C 6n,YES,,,,,NPRM; 10/12/2023; 88 FR 70852,NPRM Comment Period End; 12/11/2023,Final Rule; 07/00/2024,Final Rule Effective; 08/00/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
